old_url,redirect_to,status_code,reason
/theo-duoi-dam-me-cai-gi-se-theo-duoi-ban-ngay-21-thang-05-nam-2018/,/,301,Past event - consolidated
/theo-duoi-dam-me-cua-ban-than-hay-di-theo-dinh-huong-cua-cha-me-loi-cua-con-tre-hay-cua-chinh-bac-phu-huynh-ngay-16-thang-05-nam-2018/,/blog/cach-chon-truong-mam-non-cho-con,301,Past event - consolidated
/thuc-don-2015-2016-2/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-01-tu-ngay-30122019-05012019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-02-tu-ngay-03022020-09022020/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-06-2018-tu-ngay-05062018-08062018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-06-tu-ngay-01062020-07062020/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-06-tu-ngay-03062019-09062019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-07-2018-tu-ngay-02072018-06072018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-08-2018-tu-ngay-06082018-10082018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-08-tu-ngay-05082019-11082019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-09-tu-ngay-03092019-08092019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-10-2018-tu-ngay-01102018-07102018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-10-tu-ngay-30092019-01102019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-11-tu-ngay-04112019-10112019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-12-tu-ngay-2122019-8122019/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-01-thang-7-tu-ngay-29062020-05072020/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-01-tu-ngay-06012019-12012020/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-04-2018-tu-ngay-09042018-13042018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-05-2018-tu-ngay-07052018-11052018/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-05-tu-ngay-11052020-17052020/,/,301,Legacy content merged into pillar page
/thuc-don-tuan-02-thang-06-2018-tu-ngay-11062018-15062018/,/,301,Legacy content merged into pillar page
