url,status_code,depth,title,title_length,meta_description,meta_description_length,h1,canonical_url,canonical_matches_url,lang,viewport_present,robots,word_count,size_kb,response_ms,internal_links,external_links,image_count,images_without_alt,has_og_tags,has_twitter_tags,has_json_ld,issue_count,issues,crawled_at
https://truongvietanh.com/100-hoc-sinh-viet-anh-dau-chung-chi-tin-hoc-quoc-te-icdl/,200,0,100% Học Sinh Việt Anh Đậu Chứng Chỉ Tin Học Quốc Tế ICDL - Trường TH THCS THPT Việt Anh,88,,0,100% Học Sinh Việt Anh Đậu Chứng Chỉ Tin Học Quốc Tế ICDL,https://truongvietanh.com/100-hoc-sinh-viet-anh-dau-chung-chi-tin-hoc-quoc-te-icdl/,True,vi,TRUE,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",1009,92.0,891.1,72,22,20,16,TRUE,TRUE,TRUE,3,Images Without Alt Text | Missing Meta Description | Title Too Long,2026-03-22 02:38:25
https://truongvietanh.com/101-phuong-phap-hoc-tieng-anh/,200,0,101 PHƯƠNG PHÁP HỌC TIẾNG ANH - Trường TH THCS THPT Việt Anh,60,,0,101 PHƯƠNG PHÁP HỌC TIẾNG ANH,https://truongvietanh.com/101-phuong-phap-hoc-tieng-anh/,True,vi,TRUE,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",4733,119.7,839.8,77,21,20,16,TRUE,TRUE,TRUE,2,Images Without Alt Text | Missing Meta Description,2026-03-22 02:36:00
https://truongvietanh.com/11-dai-hoc-anh-duoc-sinh-vien-danh-gia-cao/,200,0,11 đại học Anh được sinh viên đánh giá cao - Trường TH THCS THPT Việt Anh,73,,0,11 đại học Anh được sinh viên đánh giá cao,https://truongvietanh.com/11-dai-hoc-anh-duoc-sinh-vien-danh-gia-cao/,True,vi,TRUE,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",1472,105.6,726.9,76,21,20,14,TRUE,TRUE,TRUE,3,Images Without Alt Text | Missing Meta Description | Title Too Long,2026-03-22 02:38:40
https://truongvietanh.com/12-nam-den-sach-nay-con-da-lon-khon-ngay-31-thang-05-nam-2018/,200,0,12 NĂM ĐÈN SÁCH...NAY CON ĐÃ LỚN KHÔN! (Ngày 31 tháng 05 năm 2018). - Trường TH THCS THPT Việt Anh,98,,0,12 NĂM ĐÈN SÁCH…NAY CON ĐÃ LỚN KHÔN! (Ngày 31 tháng 05 năm 2018).,https://truongvietanh.com/12-nam-den-sach-nay-con-da-lon-khon-ngay-31-thang-05-nam-2018/,True,vi,TRUE,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",922,91.3,1130.9,72,21,20,16,TRUE,TRUE,TRUE,4,Images Without Alt Text | Moderate Response Time | Missing Meta Description | Title Too Long,2026-03-22 02:40:33
https://truongvietanh.com/12866-2/,200,0,Thực Đơn Tuần 1 Tháng 6 ( 29.05 - 02.06 ) - Trường TH THCS THPT Việt Anh,72,,0,Thực Đơn Tuần 1 Tháng 6 ( 29.05 – 02.06 ),https://truongvietanh.com/12866-2/,True,vi,TRUE,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",1090,93.0,1832.7,72,21,20,16,TRUE,TRUE,TRUE,4,Images Without Alt Text | Moderate Response Time | Missing Meta Description | Title Too Long,2026-03-22 02:39:28
https://truongvietanh.com/13722-2/,200,0,THỰC ĐƠN TUẦN 02 THÁNG 03 NĂM 2018. ( Từ ngày 05/03/2018 - 09/03/2018). - Trường TH THCS THPT Việt Anh,102,,0,THỰC ĐƠN TUẦN 02 THÁNG 03 NĂM 2018. ( Từ ngày  05/03/2018 – 09/03/2018).,https://truongvietanh.com/13722-2/,True,vi,TRUE,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",1130,93.8,1580.7,72,21,20,16,TRUE,TRUE,TRUE,4,Images Without Alt Text | Moderate Response Time | Missing Meta Description | Title Too Long,2026-03-22 02:39:59
https://truongvietanh.com/15451-2/,200,0,scsgvd - Trường TH THCS THPT Việt Anh,37,,0,scsgvd,https://truongvietanh.com/15451-2/,True,vi,TRUE,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",701,92.6,688.7,72,21,20,14,TRUE,TRUE,TRUE,2,Images Without Alt Text | Missing Meta Description,2026-03-22 02:40:49
https://truongvietanh.com/2-000-cay-mai-anh-dao-da-lat-se-khoe-sac-vao-le-hoi/,200,0,2.000 cây mai anh đào Đà Lạt sẽ khoe sắc vào lễ hội - Trường TH THCS THPT Việt Anh,82,,0,2.000 cây mai anh đào Đà Lạt sẽ khoe sắc vào lễ hội,https://truongvietanh.com/2-000-cay-mai-anh-dao-da-lat-se-khoe-sac-vao-le-hoi/,True,vi,TRUE,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",1024,97.3,1233.5,76,21,20,14,TRUE,TRUE,TRUE,4,Images Without Alt Text | Moderate Response Time | Missing Meta Description | Title Too Long,2026-03-22 02:39:12
https://truongvietanh.com/2-hoc-sinh-doat-giai-ioe-cap-quoc-gia-nam-2016/,200,0,2 Học Sinh Đoạt Giải IOE Cấp Quốc Gia Năm 2016 - Trường TH THCS THPT Việt Anh,77,,0,2 Học Sinh Đoạt Giải IOE Cấp Quốc Gia Năm 2016,https://truongvietanh.com/2-hoc-sinh-doat-giai-ioe-cap-quoc-gia-nam-2016/,True,vi,TRUE,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",935,94.7,720.5,72,21,20,16,TRUE,TRUE,TRUE,3,Images Without Alt Text | Missing Meta Description | Title Too Long,2026-03-22 02:38:25
https://truongvietanh.com/23-dieu-giao-vien-chia-se-ve-ngay-bat-dau-nam-hoc/,200,0,23 điều giáo viên chia sẻ về ngày bắt đầu năm học - Trường TH THCS THPT Việt Anh,80,,0,23 điều giáo viên chia sẻ về ngày bắt đầu năm học,https://truongvietanh.com/23-dieu-giao-vien-chia-se-ve-ngay-bat-dau-nam-hoc/,True,vi,TRUE,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",1329,100.1,1739.1,76,21,20,14,TRUE,TRUE,TRUE,4,Images Without Alt Text | Moderate Response Time | Missing Meta Description | Title Too Long,2026-03-22 02:38:40
